Word,Count,POS,Antonyms
irreverently,12,adverb,reverently
irreversibility,15,noun,reversibility
irreversible,12,adjective,reversible
irreversible process,20,noun,reversible process
irrevocable,11,adjective,revocable
irrevokable,11,adjective,revocable
irritate,8,verb,soothe
irritated,9,verb,soothe
irritating,10,verb,soothe
isometric,9,adjective,isotonic
isosmotic,9,adjective,hypertonic
isotonic,8,adjective,hypertonic|isometric
isotropic,9,adjective,anisotropic
isotropous,10,adjective,anisotropic
isotropy,8,noun,anisotropy
issue,5,verb,recall
issuing,7,verb,recall
jade,4,verb,refresh
jaded,5,verb,refresh
jam,3,verb,free
james,5,verb,free
jammed,6,verb,free
jamming,7,verb,free
jawed,5,adjective,jawless
jawless,7,adjective,jawed
jejunely,8,adverb,maturely
jibe,4,verb,disagree
join,4,verb,disjoin|disjoin
joined,6,verb,disjoin|disjoin
joining,7,verb,disjoin|disjoin
joint,5,adjective,separate
jointure,8,noun,disunion
jolly,5,adverb,unreasonably;immoderately
jolting,7,adjective,smooth
jolty,5,adjective,smooth
joy,3,noun,sorrow
joy,3,verb,sadden
joyful,6,adjective,sorrowful
joyfully,8,adverb,joylessly
joyfulness,10,noun,sorrow
joyless,7,adjective,joyous
joylessly,9,adverb,joyfully
joyous,6,adjective,joyless
joyously,8,adverb,joylessly
joyousness,10,noun,sorrow
jubilantly,10,adverb,unhappily
judgement in personam,21,noun,judgment in rem
judgement in rem,16,noun,judgment in personam
judgment in personam,20,noun,judgment in rem
judgment in rem,15,noun,judgment in personam
judgment of conviction,22,noun,acquittal
judgmental,10,adjective,nonjudgmental
judiciously,11,adverb,injudiciously
judiciousness,13,noun,injudiciousness
juiceless,9,adjective,juicy
juicer,6,noun,nondrinker
juicy,5,adjective,juiceless
jump on,7,verb,hop out
jumpy,5,adjective,smooth
junior,6,adjective,senior
just,4,adjective,unjust|inequitable|unfair
justice,7,noun,injustice
justifiably,11,adverb,unjustifiably
justified,9,verb,blame
justifiedly,11,adverb,unjustly
justify,7,verb,blame
justly,6,adverb,unjustly
justness,8,noun,injustice
juvenile,8,noun,adult
juvenile person,15,noun,adult
kainogenesis,12,noun,palingenesis
katabatic,9,adjective,anabatic
katabolic,9,adjective,anabolic
katabolism,10,noun,anabolism
katamorphism,12,noun,anamorphism
keenness,8,noun,dullness
keep,4,verb,discontinue|lose|let|break
keep down,9,verb,vomit
keep mum,8,verb,open up
keep one's mouth shut,21,verb,talk
keep out,8,verb,admit
keep quiet,10,verb,talk
keep track,10,verb,lose track
keeping,7,verb,discontinue|lose|let|break
kenogenesis,11,noun,palingenesis
kept,4,verb,discontinue|lose|let|break
kept,4,adjective,broken
key,3,noun,atonality
keyed,5,adjective,keyless
keyless,7,adjective,keyed
kick,4,verb,cheer
kick downstairs,15,verb,promote
kick the bucket,15,verb,be born
kick upstairs,13,verb,demote
kicking,7,verb,cheer
kickoff,7,noun,middle
kid,3,noun,parent
kinaesthesia,12,noun,kinanesthesia
kinaesthesis,12,noun,kinanesthesia
kinanesthesia,13,noun,kinesthesia
kind,4,adjective,unkind
kindly,6,adverb,unkindly
kindness,8,noun,unkindness
kinesthesia,11,noun,kinanesthesia
kinesthesis,11,noun,kinanesthesia
kinesthetics,12,noun,kinanesthesia
king,4,noun,queen;female monarch
kip,3,verb,wake
kip down,8,verb,get up;turn out
knock,5,verb,praise
knocking,8,verb,praise
knot,4,verb,unravel;unknot
knotted,7,verb,unravel;unknot
know,4,verb,ignore
knowable,8,adjective,unknowable
knowing,7,verb,ignore
knowingly,9,adverb,unwittingly;unknowingly
knowingness,11,noun,incognizance
known,5,verb,ignore
known,5,adjective,unknown
kvetch,6,verb,cheer
labeled,7,adjective,unlabeled
labelled,8,adjective,unlabeled
lace,4,verb,untwine
laced,5,verb,untwine
laced,5,adjective,unlaced
lacing,6,verb,untwine
lack,4,verb,have
lacking,7,verb,have
lactate,7,verb,bottlefeed
lactating,9,verb,bottlefeed
lactating,9,adjective,dry
lady,4,noun,Lord;nobleman
laissez-faire economy,21,noun,non-market economy
laity,5,noun,clergy
lamented,8,adjective,unlamented
landed,6,adjective,landless
landless,8,adjective,landed
lap-strake,10,adjective,carvel-built
lap-straked,11,adjective,carvel-built
lap-streak,10,adjective,carvel-built
lap-streaked,12,adjective,carvel-built
larboard,8,noun,starboard
large,5,adjective,small;little
largeness,9,noun,smallness;littleness|unpretentiousness
larger,6,adjective,small;little
lash,4,verb,unlash
lashing,7,verb,unlash
lashings,8,verb,unlash
last,4,adjective,first
lasting,7,adjective,impermanent|caducous
late,4,adjective,early|early|early
late,4,adverb,early
lateness,8,noun,earliness
later,5,adjective,early|early|early|early
latest,6,adjective,early|early|early
latter,6,noun,former
latter,6,adjective,former
laugh,5,verb,cry
laughing,8,verb,cry
launch,6,verb,abolish
launching,9,verb,abolish
laureled,8,adjective,unlaureled
laurelled,9,adjective,unlaureled
laurels,7,noun,dishonor
law of nations,14,noun,civil law
lawful,6,adjective,unlawful
lawfully,8,adverb,illegitimately;lawlessly;illicitly|unlawfully
lawfulness,10,noun,unlawfulness
lawlessly,9,adverb,lawfully
lax,3,adjective,tense|tense
laxation,8,noun,tightening
laxative,8,adjective,costive
lay,3,verb,stand|arise
lay claim,9,verb,forfeit
lay off,7,verb,continue
lay witness,11,noun,expert witness
layman,6,noun,clergyman
layperson,9,noun,clergyman
laze,4,verb,work
lead,4,noun,deficit
lead,4,verb,follow
lead astray,11,verb,undeceive
lead off,8,verb,end
leaded,6,verb,follow
leaded,6,adjective,unleaded
leaded gasoline,15,noun,unleaded gasoline
leaded petrol,13,noun,unleaded gasoline
leader,6,noun,follower
leaders,7,noun,follower
leading,7,verb,follow
leading,7,adjective,following
leadless,8,adjective,leaded
leafless,8,adjective,leafy
leafy,5,adjective,leafless
leaky,5,adjective,tight
lean,4,adjective,fat|rich
leaner,6,adjective,fat|rich
leanness,8,noun,fatness
learned,7,adjective,unconditioned
leased,6,adjective,unchartered
least,5,adjective,most
least,5,adverb,most
leave,5,verb,arrive|enter|disinherit
leave off,9,verb,include
leave office,12,verb,take office
leave out,9,verb,include|attend to
leaved,6,verb,arrive|enter|disinherit
leavened,8,adjective,unleavened
leaving,7,verb,arrive|enter|disinherit
led,3,verb,follow
lee,3,noun,windward
lee side,8,noun,windward
lees,4,noun,windward
leeward,7,noun,windward|windward
leeward,7,adjective,windward
leeward,7,adverb,windward;downwind
left,4,noun,right
left,4,verb,arrive|enter|disinherit
left,4,adjective,right|center
left,4,adverb,right
left-handed,11,adjective,ambidextrous
legal,5,adjective,illegal
legal age,9,noun,minority
legalise,8,verb,outlaw;outlaw;criminalize;criminalise
legality,8,noun,illegality
legalize,8,verb,outlaw;outlaw;criminalize;criminalise
legally,7,adverb,unlawfully
legato,6,adjective,staccato
legato,6,adverb,staccato
legged,6,adjective,legless
legibility,10,noun,illegibility
legible,7,adjective,illegible
legibly,7,adverb,illegibly
legitimacy,10,noun,illegitimacy
legitimate,10,verb,outlaw;outlaw;criminalize;criminalise
legitimate,10,adjective,illegitimate
legitimately,12,adverb,illegitimately;lawlessly;illicitly|illegitimately
legitimatise,12,verb,outlaw;outlaw;criminalize;criminalise
legitimatize,12,verb,outlaw;outlaw;criminalize;criminalise
legitimise,10,verb,outlaw;outlaw;criminalize;criminalise
legitimize,10,verb,outlaw;outlaw;criminalize;criminalise
legless,7,adjective,legged
lend,4,verb,borrow
lend oneself,12,verb,defy
lender,6,noun,borrower
lending,7,verb,borrow
lengthen,8,verb,shorten|shorten
lengthened,10,verb,shorten|shorten
lengthening,11,verb,shorten|shorten
lengthways,10,adjective,crosswise
lengthwise,10,adjective,crosswise
lent,4,verb,borrow
lentic,6,adjective,lotic
leptorhine,10,adjective,catarrhine
leptorrhine,11,adjective,catarrhine
leptorrhinian,13,adjective,catarrhine
leptorrhinic,12,adjective,catarrhine
leptosporangiate,16,adjective,eusporangiate
less,4,adjective,more
less,4,adverb,more|more
lessen,6,verb,increase|increase
lessened,8,verb,increase|increase
lessening,9,noun,increase
lessening,9,verb,increase|increase
lesser,6,adjective,greater|more
let,3,verb,prevent|forbid;disallow
let down,8,verb,raise
let go,6,verb,hold
let go of,9,verb,hold
let in,6,verb,exclude|reject
let out,7,verb,take in
let the cat out of the bag,26,verb,keep quiet
lethargic,9,adjective,energetic
letting,7,verb,prevent|forbid;disallow
level,5,verb,raise
leveling,8,verb,raise
levitation,10,noun,gravitation
levity,6,noun,gravity
levorotation,12,noun,dextrorotation
lexical ambiguity,17,noun,monosemy
liabilities,11,noun,asset
liability,9,noun,asset
liar,4,noun,square shooter
liberal,7,noun,conservative
liberal,7,adjective,conservative
liberalist,10,noun,conservative
liberality,10,noun,illiberality
liberalness,11,noun,illiberality
liberate,8,verb,confine
liberated,9,verb,confine
liberator,9,noun,captor
libertarian,11,noun,necessitarian
licence,7,verb,decertify
licenced,8,verb,decertify
license,7,verb,decertify
licensed,8,verb,decertify
licit,5,adjective,illicit
licitly,7,adverb,illegitimately;lawlessly;illicitly
licitness,9,noun,illicitness
licking,7,noun,victory
lidded,6,adjective,lidless
lidless,7,adjective,lidded
lie,3,verb,stand|arise
lie down,8,verb,arise
lied,4,verb,stand|arise
lifelessness,12,noun,motion|animateness
lift,4,verb,lower|fall
lift up,7,verb,depress
lifted,6,verb,lower|fall
light,5,noun,dark
light,5,verb,extinguish
light,5,adjective,heavy|dark|heavy|heavy|heavy|dark|heavy|heavy
light up,8,verb,overcast
light-colored,13,adjective,dark
light-duty,10,adjective,heavy-duty
lighted,7,verb,extinguish
lighted,7,adjective,unlighted
lighten,7,verb,weigh down|darken|darken
lighten up,10,verb,weigh down|darken|darken
lightening,10,verb,weigh down|darken|darken
lighter,7,adjective,heavy|dark|heavy|heavy|heavy|dark|heavy|heavy
light-footed,12,adjective,heavy-footed
light-haired,12,adjective,brunet
lighting,8,noun,dark
lighting,8,verb,extinguish
lightly,7,adverb,heavily|thickly
lightness,9,noun,heaviness|darkness
likable,7,adjective,unsympathetic
like,4,verb,dislike
like,4,adjective,unlike|unlike|unalike
like an expert,14,adverb,amateurishly
likeable,8,adjective,unsympathetic
liked,5,verb,dislike
liked,5,adjective,disliked
likelihood,10,noun,unlikelihood;unlikeliness
likeliness,10,noun,unlikelihood;unlikeliness
likely,6,adjective,unlikely|improbable
likeness,8,noun,unlikeness;dissimilitude
liking,6,noun,dislike
liking,6,verb,dislike
limbed,6,adjective,limbless
limbless,8,adjective,limbed
limited,7,noun,local
limited,7,adjective,unlimited
limitless,9,adjective,limited
limitlessness,13,noun,finiteness
limpidity,9,noun,obscurity;unclearness
line up,7,verb,skew
lineal,6,adjective,collateral
linear,6,adjective,nonlinear|planar|digital
linearly,8,adverb,geometrically
lined,5,adjective,unlined
linger,6,verb,rush
lingering,9,verb,rush
lingual,7,adjective,nonlinguistic
linguistic,10,adjective,nonlinguistic
link,4,noun,disconnectedness
link,4,verb,dissociate|disconnect
link up,7,verb,disconnect|dissociate
linked,6,verb,dissociate|disconnect
links,5,noun,disconnectedness
links,5,verb,dissociate|disconnect
lipless,7,adjective,lipped
lipped,6,adjective,lipless
liquid,6,adjective,gaseous|unmelted
liquified,9,adjective,unmelted
listed,6,adjective,unlisted
listed security,15,noun,unlisted security
lit,3,verb,extinguish
lit,3,adjective,unlighted
literacy,8,noun,illiteracy
literal,7,adjective,figurative
literalise,10,verb,spiritualize
literalize,10,verb,spiritualize
literally,9,adverb,figuratively
literate,8,adjective,illiterate|illiterate
little,6,adjective,large;big|much|tall
little girl,11,noun,male child;boy
littleness,10,noun,largeness;bigness
littler,7,adjective,large;big|much|tall
livable,7,adjective,unlivable
live,4,adjective,recorded|dead|dead
live birth,10,noun,stillbirth
live in,7,verb,live out
live out,8,verb,live in
live up to,10,verb,fall short of
liveable,8,adjective,unlivable
live-bearing,12,adjective,oviparous
liveborn infant,15,noun,stillborn infant
lively,6,adjective,dull
liven,5,verb,deaden
liven up,8,verb,deaden
liveness,8,noun,inanimateness
liveness,8,verb,deaden
liveried,8,adjective,unliveried
living,6,noun,dead
loaded,6,adjective,unloaded
loading,7,noun,unloading
loamless,8,adjective,loamy
loamy,5,adjective,loamless
loan,4,verb,borrow
loaner,6,noun,borrower
loaning,7,verb,borrow
local,5,noun,express
local,5,adjective,national|general
location,8,noun,studio
lock,4,verb,unlock|disengage|unlock
locking,7,verb,unlock|disengage|unlock
locomote,8,verb,stay in place
lodge,5,verb,dislodge
lodging,7,verb,dislodge
lodgings,8,verb,dislodge
loftiness,9,noun,lowness
log in,6,verb,log out
log off,7,verb,log in
log on,6,verb,log out
log out,7,verb,log in
log z's,7,verb,wake
logical,7,adjective,illogical|incoherent
logicality,10,noun,illogicality;illogicalness
logically,9,adverb,illogically
logicalness,11,noun,illogicality;illogicalness
log-in,6,verb,log out
long,4,adjective,short|short|unretentive|short|short
long suit,9,noun,weak point
longanimity,11,noun,impatience
longer,6,adjective,short|short|unretentive|short|short
longest,7,adjective,short|short|unretentive|short|short
longness,8,noun,shortness|shortness
longsightedness,15,noun,myopia
long-spurred,12,adjective,short-spurred
look,4,verb,back
look down on,12,verb,admire
look up to,10,verb,look down on
looking,7,verb,back
loop,4,noun,open circuit
loop,4,verb,uncoil
looping,7,verb,uncoil
loose,5,verb,confine|stiffen|stiffen
loose,5,adjective,compact|tight|affixed
loosely,7,adverb,narrowly
loosen,6,verb,stiffen|stiffen
loosen up,9,verb,stuff|tense|tense;strain
loosened,8,verb,stiffen|stiffen
looseness,9,noun,fixedness|tightness
looseness,9,verb,stiffen|stiffen
loosening,9,noun,tightening
loosening,9,verb,stiffen|stiffen
lord,4,noun,Lady;noblewoman
lose,4,verb,keep|win|find|profit|win|gain
lose track,10,verb,keep track
lose weight,11,verb,gain
loser,5,noun,winner|achiever|winner
losings,7,noun,winnings
losings,7,verb,keep|win|find|profit|win|gain
loss,4,noun,gain
losses,6,noun,winnings|gain
lossless,8,adjective,lossy
lossy,5,adjective,lossless
lost,4,verb,keep|win|find|profit|win|gain
lost,4,adjective,found|saved|won
lotic,5,adjective,lentic
loud,4,adjective,soft|piano
loud,4,adverb,softly
louden,6,verb,quieten|quieten
loudly,6,adverb,softly|piano
loudness,8,noun,softness
lovable,7,adjective,hateful
love,4,noun,hate
love,4,verb,hate
loveable,8,adjective,hateful
loved,5,verb,hate
loved,5,adjective,unloved
loving,6,verb,hate
loving,6,adjective,unloving
low,3,noun,high
low,3,adjective,high|high|high
low explosive,13,noun,high explosive
low frequency,13,noun,high pitch
low pitch,9,noun,high pitch
low quality,11,noun,superiority;high quality
low relief,10,noun,high relief
low spirits,11,noun,high
low status,10,noun,high status
low temperature,15,noun,hotness
low tide,8,noun,high tide
low water,9,noun,high tide
lowborn,7,adjective,noble
low-class,9,adjective,middle-class
lower,5,verb,raise
lower,5,adjective,high|high|high
lower limit,11,noun,maximum
lowercase,9,noun,uppercase
lowercase,9,adjective,uppercase
lower-case letter,17,noun,uppercase
lower-class,11,adjective,middle-class
lowered,7,verb,raise
lowered,7,adjective,raised
lowering,8,verb,raise
lowest,6,adjective,high|high|high
low-interest,12,adjective,high-interest
lowland,7,noun,highland
lowland,7,adjective,upland
lowlands,8,noun,highland
low-level,9,adjective,dominant
lowliness,9,noun,high status
lowness,7,noun,high status|highness
low-pitched,11,adjective,high
low-resolution,14,adjective,high-resolution
low-rise,8,adjective,high-rise
low-sudsing,11,adjective,high-sudsing
low-tech,8,adjective,high-tech
low-tension,11,adjective,high-tension
low-voltage,11,adjective,high-tension
loyal,5,adjective,disloyal|unpatriotic
loyally,7,adverb,disloyally
loyalty,7,noun,disloyalty
lubricated,10,adjective,unlubricated
lucidity,8,noun,obscurity;unclearness
lucidness,9,noun,obscurity;unclearness
luckily,7,adverb,unfortunately;unluckily
luckiness,9,noun,misfortune;bad luck
luckless,8,adjective,lucky
lucky,5,adjective,unlucky
lucrativeness,13,noun,unprofitableness;unprofitability
lucubrate,9,verb,contract
lug,3,verb,unstuff
luging,6,verb,unstuff
lull,4,verb,agitate
lumper,6,noun,splitter
lying,5,verb,stand|arise
lyric,5,adjective,dramatic
machine wash,12,verb,handwash
machine-made,12,adjective,handmade
machine-wash,12,verb,handwash
made,4,verb,unmake|break
made,4,adjective,unmade
madly,5,adverb,sanely
magnetic,8,adjective,antimagnetic|nonmagnetic|geographic
magnetise,9,verb,demagnetize;demagnetise
magnetised,10,verb,demagnetize;demagnetise
magnetised,10,adjective,antimagnetic
magnetize,9,verb,demagnetize;demagnetise
magnetized,10,verb,demagnetize;demagnetise
magnetized,10,adjective,antimagnetic
magnification,13,noun,understatement
magnified,9,verb,understate|reduce
magnify,7,verb,understate|reduce
main,4,adjective,dependent
major,5,adjective,minor|minor|minor|minor|minor|minor|minor
major surgery,13,noun,minor surgery
majority,8,noun,minority|minority
majuscule,9,noun,lowercase
majuscule,9,adjective,minuscule
make,4,verb,unmake|break
make clean,10,verb,dirty
make full,9,verb,empty
make headway,12,verb,fall back
make it,7,verb,succumb|fail
make peace,10,verb,war
make relaxed,12,verb,tense;strain
making,6,verb,unmake|break
malacopterygian,15,noun,spiny-finned fish
maladaptive,11,adjective,adaptive
maladjusted,11,adjective,adjusted
maladroit,9,adjective,adroit
maladroitly,11,adverb,adroitly
malady,6,noun,wellness;wellness
malapropos,10,adjective,apropos
malapropos,10,adverb,opportunely
male,4,noun,female|female
male,4,adjective,female
male aristocrat,15,noun,female aristocrat
male child,10,noun,female child;girl
male monarch,12,noun,queen;female monarch
male offspring,14,noun,female offspring
male parent,11,noun,mother;female parent
male person,11,noun,female
male sibling,12,noun,female sibling
maledict,8,verb,bless
maleficence,11,noun,beneficence|beneficence
maleficent,10,adjective,beneficent
maleness,8,noun,femaleness
malevolence,11,noun,benevolence
malevolently,12,adverb,benevolently
malfunction,11,verb,function
malfunctioning,14,verb,function
malfunctioning,14,adjective,functioning
malicious,9,adjective,unmalicious
malign,6,adjective,benign
malignance,10,noun,benignity;benignancy
malignancy,10,noun,benignity;benignancy
malignant,9,adjective,benign
malignity,9,noun,benevolence|benignity;benignancy
malleability,12,noun,unmalleability
malnourished,12,adjective,nourished
malodorous,10,adjective,fragrant
malodourous,11,adjective,fragrant
malted,6,adjective,unmalted
maltreated,10,adjective,unabused
man,3,noun,woman|civilian|woman
man of the cloth,16,noun,layman
manage,6,verb,fail
manageable,10,adjective,unmanageable
manageably,10,adverb,unmanageably
man-child,9,noun,female offspring
manful,6,adjective,unmanly
manfully,8,adverb,unmanfully
manipulable,11,adjective,intractable
manlike,7,adjective,unmanly
manly,5,adjective,unmanly
manly,5,adverb,unmanfully
manned,6,adjective,unmanned
manual,6,adjective,automatic
many,4,adjective,few
many-sided,10,adjective,unilateral
march equinox,13,noun,autumnal equinox
march on,8,verb,recede
margin account,14,noun,cash account
marginality,11,noun,centrality
mark,4,verb,ignore
mark down,9,verb,mark up
mark up,7,verb,mark down
marked,6,verb,ignore
marked,6,adjective,unmarked
market economy,14,noun,non-market economy
marking,7,verb,ignore
marks,5,verb,ignore
married,7,adjective,unmarried
married man,11,noun,wife
married woman,13,noun,husband
masculine,9,adjective,feminine|feminine
masculinity,11,noun,femaleness|femininity
mask,4,verb,unmask
masked,6,verb,unmask
masking,7,verb,unmask
masochist,9,noun,sadist
masochistic,11,adjective,sadistic
mat,3,verb,disentangle;unsnarl
match,5,verb,disagree
matched,7,verb,disagree
matched,7,adjective,mismatched
matching,8,verb,disagree
mated,5,verb,disentangle;unsnarl
mated,5,adjective,unmated
material,8,adjective,immaterial|immaterial|incorporeal|insubstantial
materialise,11,verb,dematerialize;dematerialise
materiality,11,noun,immateriality|immateriality;incorporeality
materialize,11,verb,dematerialize;dematerialise
maternal,8,adjective,paternal|filial
mates,5,verb,disentangle;unsnarl
mathematical,12,adjective,verbal
mating,6,verb,disentangle;unsnarl
matriarchal,11,adjective,patriarchal
matted,6,verb,disentangle;unsnarl
matting,7,verb,disentangle;unsnarl
maturation,10,noun,nondevelopment
mature,6,adjective,immature|immature|green|unfledged
maturely,8,adverb,immaturely
matureness,10,noun,immaturity
maturity,8,noun,immaturity
maxi,4,adjective,mini
maximal,7,adjective,minimal;minimum
maximally,9,adverb,minimally
maximation,10,noun,minimization
maximisation,12,noun,minimization
maximise,8,verb,minimize;minimise
maximising,10,verb,minimize;minimise
maximization,12,noun,minimization
maximize,8,verb,minimize;minimise
maximizing,10,verb,minimize;minimise
maximum,7,noun,minimum|minimum
maximum,7,adjective,minimal;minimum
meager,6,adjective,ample
meagerly,8,adjective,ample
meagerly,8,adverb,amply
meagre,6,adjective,ample
meagrely,8,adverb,amply
meaningful,10,adjective,meaningless
meaningfulness,14,noun,meaninglessness
meaningless,11,adjective,meaningful
meaninglessness,15,noun,meaningfulness
meanspirited,12,adjective,generous
measurable,10,adjective,immeasurable
measurably,10,adverb,immeasurably
meatless,8,adjective,meaty
meaty,5,adjective,meatless
mechanical,10,adjective,nonmechanical
mediacy,7,noun,immediacy
mediate,7,adjective,immediate
mediateness,11,noun,immediacy
medical,7,adjective,surgical
medulla,7,noun,cortex
medullated,10,adjective,unmyelinated
meet,4,verb,diverge
meeting,7,verb,diverge
melanise,8,verb,whiten
melanize,8,verb,whiten
meliorate,9,verb,worsen|worsen
melioration,11,noun,decline
melodic,7,adjective,unmelodious
melodious,9,adjective,tuneless|unmelodious
melodiously,11,adverb,unmelodiously
melt off,8,verb,gain
melted,6,adjective,unmelted
member,6,noun,nonmember
membered,8,adjective,memberless
memberless,10,adjective,membered
memorably,9,adverb,unmemorably
men,3,noun,woman|civilian|woman
mend,4,verb,break
mendaciously,12,adverb,truthfully
mendacity,9,noun,veracity
mending,7,verb,break
mensurable,10,adjective,immeasurable
mental,6,adjective,physical
mental ability,14,noun,incapacity
mental disease,14,noun,mental health
mental health,13,noun,mental illness
mental illness,14,noun,mental health
merciful,8,adjective,merciless
mercifulness,12,noun,mercilessness
merciless,9,adjective,merciful
mercilessness,13,noun,mercifulness
mercy,5,noun,mercilessness
merge,5,verb,disunify
merged,6,verb,disunify
merging,7,verb,disunify
merit,5,noun,demerit
merit system,12,noun,spoils system
merited,7,adjective,unmerited
merrily,7,adverb,unhappily
mesh,4,verb,disengage
meshed,6,verb,disengage
meshing,7,verb,disengage
mesial,6,adjective,distal
mesic,5,adjective,xeric
mesomorphic,11,adjective,ectomorphic
messiness,9,noun,tidiness
metabolic,9,adjective,ametabolic
metabolous,10,adjective,ametabolic
metal,5,adjective,nonmetallic
metallic,8,adjective,nonmetallic
metamorphic,11,adjective,nonmetamorphic
metier,6,noun,weak point
middle,6,noun,end|end
middle,6,adjective,late|late
middle-class,12,adjective,upper-class
middling,8,adverb,unreasonably;immoderately
midi,4,adjective,maxi
midsummer,9,noun,winter solstice
migratory,9,adjective,nonmigratory
mild,4,adjective,intense
militarisation,14,noun,demobilization
militarise,10,verb,demilitarize;demilitarise
militarised,11,verb,demilitarize;demilitarise
militarization,14,noun,demobilization
militarize,10,verb,demilitarize;demilitarise
militarized,11,verb,demilitarize;demilitarise
military,8,adjective,unmilitary|civilian
military man,12,noun,civilian
military personnel,18,noun,civilian
military volunteer,18,noun,draftee
mind,4,verb,forget
minded,6,verb,forget
mindful,7,adjective,unmindful
mindfully,9,adverb,unmindfully;inadvertently
mindfulness,11,noun,unmindfulness;heedlessness
mindless,8,adjective,mindful
mined,5,adjective,unmined
mini,4,adjective,midi
minify,6,verb,increase
minimal,7,adjective,maximal;maximum
minimally,9,adverb,maximally
minimisation,12,noun,maximization
minimise,8,verb,overstate|maximize;maximise
minimization,12,noun,maximization
minimize,8,verb,maximize;maximise|overstate
minimized,9,verb,maximize;maximise|overstate
minimum,7,noun,maximum|maximum
minimum,7,adjective,maximal;maximum
minor,5,adjective,major|major|major|major|major|major|major
minor surgery,13,noun,major surgery
minority,8,noun,majority|majority
minus,5,adjective,plus
minuscular,10,adjective,majuscule
minuscule,9,noun,uppercase
minuscule,9,adjective,majuscule
mirthfully,10,adverb,unhappily
misbehave,9,verb,behave
miscarriage,11,noun,live birth
miscarry,8,verb,succeed|carry to term
mischief,8,noun,beneficence
miscible,8,adjective,immiscible
misconception,13,noun,conception
misconduct,10,verb,behave
misconstruction,15,noun,construction
misdemean,9,verb,behave
misfortune,10,noun,good fortune;good luck
misfunction,11,verb,function
mismatched,10,adjective,matched
misogynism,10,noun,philogyny
misogyny,8,noun,philogyny
miss,4,verb,attend|attend to|have|hit
missed,6,verb,attend|attend to|have|hit
missing,7,verb,attend|attend to|have|hit
mistreated,10,adjective,unabused
mistrust,8,noun,trust
mistrust,8,verb,trust;trust
mistrustfully,13,adverb,trustfully
misused,7,adjective,used
mitigated,9,adjective,unmitigated
mix,3,verb,segregate
mixable,7,adjective,immiscible
mixed,5,verb,segregate
mixing,6,verb,segregate
mobile,6,noun,stabile
mobile,6,adjective,immobile
mobilisation,12,noun,demobilization
mobilise,8,verb,demobilize|demobilize;demobilise
mobility,8,noun,immobility
mobilization,12,noun,demobilization
mobilize,8,verb,demobilize|demobilize;demobilise
moderate,8,adjective,immoderate
moderately,10,adverb,unreasonably;immoderately|immoderately
moderateness,12,noun,immoderation
moderating,10,adjective,intensifying
moderation,10,noun,immoderation|intemperance
modern,6,noun,old style
modern,6,adjective,nonmodern
modern font,11,noun,old style
modest,6,adjective,immodest|immodest
modestly,8,adverb,immodestly
modestness,10,noun,immodesty
modesty,7,noun,immodesty
modifiable,10,adjective,unmodifiable
modified,8,adjective,unmodified
modulated,9,adjective,unmodulated
moisturise,10,verb,dehumidify
moisturize,10,verb,dehumidify
molar,5,adjective,molecular
molecular,9,adjective,molar
moment,6,noun,inconsequence
monaural,8,adjective,binaural
monaurally,10,adverb,binaurally
monecious,9,adjective,dioecious
monetisation,12,noun,demonetization
monetization,12,noun,demonetization
moneyed,7,adjective,moneyless
moneyless,9,adjective,moneyed
monied,6,adjective,moneyless
monism,6,noun,pluralism
monochromatic,13,adjective,polychromatic
monoclinic,10,adjective,triclinic
monoclinous,11,adjective,diclinous
monocotyledonous,16,adjective,dicotyledonous
monody,6,noun,polyphony;polyphonic music
monoecious,10,adjective,dioecious
monogamous,10,adjective,polygamous
monoicous,9,adjective,dioecious
monolingual,11,adjective,multilingual
mononuclear,11,adjective,binucleate
mononucleate,12,adjective,binucleate
monophonic,10,adjective,polyphonic
monophonic music,16,noun,polyphony;polyphonic music
monophony,9,noun,polyphony;polyphonic music
monoploid,9,adjective,diploid
monosemy,8,noun,polysemy
monospaced font,15,noun,proportional font
monotheism,10,noun,polytheism
monotheistic,12,adjective,polytheistic
monotone,8,adjective,nonmonotonic
monotonic,9,adjective,nonmonotonic
monovalent,10,adjective,polyvalent|polyvalent
monovular,9,adjective,fraternal
moonless,8,adjective,moonlit
moonlit,7,adjective,moonless
moony,5,adjective,moonless
moral,5,adjective,immoral
morality,8,noun,immorality
morally,7,adverb,immorally
morbidity,9,noun,wholesomeness
morbidness,10,noun,wholesomeness
more,4,adjective,less|fewer
more,4,adverb,less|less
more than,9,adjective,less
morning,7,noun,sunset
mortal,6,adjective,immortal
mortal sin,10,noun,venial sin
mortality,9,noun,immortality
most,4,adjective,fewest|least
most,4,adverb,least
mother,6,noun,father;male parent
motility,8,noun,immotility
motion,6,noun,motionlessness
motionlessness,14,noun,motion
motivated,9,adjective,unmotivated
motivator,9,noun,disincentive
motor mower,11,noun,hand mower
motored,7,adjective,unmotorized
motorial,8,adjective,afferent
motorised,9,adjective,unmotorized
motorized,9,adjective,unmotorized
motorless,9,adjective,motorized
mount,5,verb,wane|hop out
mount up,8,verb,hop out
mounted,7,verb,wane|hop out
mounting,8,verb,wane|hop out
mouthless,9,adjective,stomatous
movability,10,noun,immovability;immovableness
movableness,11,noun,immovability;immovableness
move,4,verb,stay in place|stand still|stay|rest|refrain
move back,9,verb,advance
